"","year_vcs","first_vcs","first_vcs_other","first_bazaar","first_cvs","first_git","first_hg","first_monotone","first_svn","first_other","first_other_text","use_bitbucket","use_github","use_gitlab","use_sourceforge","use_selfhost","use_nothing","use_other_platform","use_selfhost_text","use_other_platform_text","why_no_platform","freq_git","freq_git_text","freq_platform","freq_platform_text","use_local_gui","use_local_term","use_local_other","use_local_other_text","why_vcs","why_vcs_text","how_learn_books","how_learn_credit_course","how_learn_online_course","how_learn_rtfm","how_learn_accel","how_learn_webinar","how_learn_workshop","how_learn_other","how_learn_other_text","who_taught_git","when_learn_git","when_learn_git_other","local_ease","ghp_ease","proficiency","freq_reteach","freq_reteach_text","fave_resource","have_taught","make_materials","regularly_teach","teach_inperson","teach_vasync","teach_vsync","improve_teaching","why_ghps","why_ghps_other_text","ghp_as_backup","use_ci","use_annotation","use_fork_pr","use_issues","use_pages","use_boards","use_wikis","use_other_feat","use_other_feat_text","how_use_ci","private_fund","public_fund","dontknow_fund","no_funds","other_fund","other_fund_text","fund_open","scholexp_collab","scholexp_edu","scholexp_method","scholexp_peerprod","scholexp_peer_review","scholexp_pub","scholexp_qa","scholexp_repro","scholexp_other","scholexp_other_text","author_collab","freq_author_collab","freq_author_collab_text","onboarding","how_doc","aca_platform","copy_longterm","archive_figshare","archive_ir","archive_osf","archive_sh","archive_zenodo","archive_other","archive_other_text","disc","disc_other_text","status","status_other_text","length_role","institution","institution_other_text"
"280","2009","Bazaar","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",0,0,0,1,0,0,0,0,"-99","self learning, by reading documentations","After entering postsecondary education","-99","2","2","4","Other:","I occationally pick up new features, I don't really need to reteach myself ","git documentation and google search are usually enough","Yes","I mix original and secondary materials","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,1,0,"-99","testing PRs, testing integrations within the wider ecosystem,  and against upstream changes",1,1,0,0,0,"-99","Yes",1,1,0,0,1,0,0,1,0,"-99","Yes","Daily","-99","Yes","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Astronomy ","-99","Other","-99","4-7 years","Public University","-99"
"281","2017","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,0,0,0,1,0,"-99","Software Carpentry","After entering postsecondary education","-99","1","1","4","Weekly","-99","cheat sheets","Yes","I reuse materials from others","No",1,0,0,"1-page handout","Version Control","-99","Yes",1,0,1,1,1,0,0,0,"-99","* run tests on code * linting, spelling and grammar before producing PDF for LaTeX",0,1,0,0,0,"-99","",0,0,0,0,0,0,0,0,1,"N/A","Yes","Monthly","-99","No","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Astrophysics ","-99","Doctoral student","-99","0-3 years","Public University","-99"
"282","1996","CVS","-99",0,0,1,1,0,0,0,"-99",1,1,0,1,1,0,1,"hgweb","Repositories synced using eg dropbox","","Monthly","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","4","3","4","Once a year","-99","stackexchange","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","No",0,0,1,1,1,0,0,0,"-99","",1,0,0,1,0,"-99","",0,1,0,0,0,0,0,0,1,"authoring papers","Yes","Once every 4 months","-99","No","In a mercurial repository","Maybe","No",NA,NA,NA,NA,NA,NA,"","Physics ","-99","Continuing-contract/clinical/teaching faculty","-99","4-7 years","Public University","-99"
"283","2010","Git","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,1,0,0,"Institute hosted GitLab","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,1,0,1,"Fellow students, StackOverflow","Fellow student","After entering postsecondary education","-99","2","2","5","Once a semester","-99","StackOverflow","Yes","I mix original and secondary materials","No",1,0,1,"-99","Version Control","-99","Yes",1,0,1,1,1,0,0,0,"-99","I have set-up CI to run automated tests for a published library",1,1,0,0,0,"-99","I don't know",0,0,0,0,1,0,0,1,0,"-99","No","","","","Ad-hoc at best; there are no recommended templates or enforced culture of doing so: everyone is left to their own devices","Maybe","Yes",0,0,0,0,1,0,"-99","Computer Science","-99","Doctoral student","-99","4-7 years","Public University","-99"
"284","2007","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","Wanted to switch to the emerging industry standard",0,0,1,1,0,0,0,0,"-99","Myself, postdoctoral researcher","Other:","Years after leaving postsecondary education","4","1","3","Never","-99","https://learngitbranching.js.org/","Yes","I reuse materials from others","No",1,0,0,"More helpers","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,0,1,1,1,1,0,0,"-99","",0,1,0,0,0,"-99","",0,0,0,0,0,0,1,1,0,"-99","Yes","Monthly","-99","Yes","Extensive notes in READMES","Yes","No",NA,NA,NA,NA,NA,NA,"","Bioinformatics ","-99","Continuing-contract/clinical/teaching faculty","-99","0-3 years","Public University","-99"
"285","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Weekly","-99","Daily","-99",1,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","3","3","Once a semester","-99","-99","Yes","I reuse materials from others","No",1,0,0,"-99","Openness (e.g. sharing data and code for open access)","-99","Yes",1,1,1,1,1,0,0,0,"-99","-99",0,1,0,0,0,"-99","",1,0,0,1,0,1,1,1,0,"-99","Yes","Monthly","-99","No","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Bioinformatics ","-99","Postdoc","-99","0-3 years","Public University","-99"
"286","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","I need a version control system.","-99",0,1,0,1,0,0,1,0,"-99","-99","After entering postsecondary education","-99","3","2","3","Once a semester","-99","stack overflow, online resources, colleagues","No","","",NA,NA,NA,"","Change tracking (e.g. changes/additions to code on a macro-scale)","-99","Yes",0,0,1,0,0,0,0,0,"-99","",0,1,0,0,0,"-99","",1,0,0,0,0,0,1,0,0,"-99","Yes","Once a year","-99","No","articles; documenting within the code","Yes","Yes",0,0,0,0,1,0,"-99","Environmental Science ","-99","Doctoral student","-99","0-3 years","Public University","-99"
"287","2015","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,1,0,0,0,0,"-99","self-taught","After entering postsecondary education","-99","4","2","3","Once a semester","-99","-99","Yes","I reuse materials from others","No",1,0,0,"-99","Openness (e.g. sharing data and code for open access)","-99","Yes",0,0,0,0,1,0,0,0,"-99","",1,1,0,0,0,"-99","Yes",0,0,0,0,0,1,0,1,0,"-99","No","","","","Google docs","Maybe","Yes",0,0,1,0,1,0,"-99","Sociology ","-99","Tenure track faculty","-99","0-3 years","Public University","-99"
"288","2006","Other","Visual SourceSafe",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","self-taught","After entering postsecondary education","-99","3","3","4","Never","-99","https://ohshitgit.com/","Yes","I mix original and secondary materials","No",1,0,0,"A handout, that serves as a guide for common workflow actions -- most git users will only ever need a handful of commands, so making sure the commands are embedded as part of workflow actions will help learners when they use git afterward.","Publishing (e.g. making content available online)","-99","No",1,1,1,1,1,1,1,0,"-99","* automated testing of software * automated generation of documentation * automated generation of websites from source",1,1,0,0,0,"-99","Yes",1,1,0,0,1,1,0,1,0,"-99","Yes","Monthly","-99","Yes","We do computational research, so primarily using text or as part of documentation accompanying code.","Maybe","Yes",0,0,0,0,1,0,"-99","Ecology & Evolutionary Biology ","-99","Tenure track faculty","-99","0-3 years","Public University","-99"
"289","2012","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","I need a version control system.","-99",1,0,1,1,0,0,1,0,"-99","-99","After entering postsecondary education","-99","3","2","3","Never","-99","-99","Yes","I reuse materials from others","No",1,0,1,"-99","Version Control","-99","Yes",1,1,1,1,1,0,1,0,"-99","-99",0,0,0,1,0,"-99","",0,1,0,0,1,0,0,1,0,"-99","Yes","Daily","-99","Yes","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Bioinformatics ","-99","Staff","-99","0-3 years","Public University","-99"
"290","2013","Git","-99",0,0,1,0,0,0,1,"Haphazard at home not hosted ones using file naming conventions",0,1,0,0,0,0,0,"-99","-99","","Once every 4 months","-99","Once every 4 months","-99",1,0,0,"-99","My collaborators use it.","-99",1,0,1,1,0,0,0,1,"Asked colleagues for help","-99","Other:","After finishing postsecondary education","5","4","1","Once a year","-99","-99","No","","",NA,NA,NA,"","Publishing (e.g. making content available online)","-99","No",0,0,1,1,0,0,0,0,"-99","",0,1,0,0,1,"Mix of unfunded; funded","",0,0,0,0,0,0,0,0,1,"Dumping the code somewhere for archival purposes ","No","","","","Not in Git/Github -- this is usually done in more user-friendly interfaces like Google Docs or Word through Box with file naming conventions. I never have time to spend 2 months trying to get everyone to be able to install things (often not an option for biomedical researchers), get up the steep learning curve to the plateau of usefulness, and meet deadlines ","Maybe","No",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Tenure track faculty","-99","8-10 years","Public University","-99"
"291","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Monthly","-99","Monthly","-99",0,1,0,"-99","Other:","Learned about it during a carpentries workshop",0,0,0,0,0,0,1,1,"Lab Meeting","Brian Stucky","After entering postsecondary education","-99","2","1","3","Once a year","-99","Google?","No","","",NA,NA,NA,"","Method tracking (e.g. documenting methodologies and protocols)","-99","Yes",0,0,1,1,0,0,1,0,"-99","",0,1,0,0,0,"-99","",0,0,1,0,0,0,0,1,0,"-99","No","","","","Jupyter notebooks and I'll put it on git","Maybe","No",NA,NA,NA,NA,NA,NA,"","Bioinformatics ","-99","Doctoral student","-99","4-7 years","Public University","-99"
"292","2000","CVS","-99",0,0,1,0,0,1,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,1,"emacs magit, RStudio","I need a version control system.","-99",0,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","2","3","Weekly","-99","happygitwithr.com","Yes","I mix original and secondary materials","No",1,0,0,"helper","Openness (e.g. sharing data and code for open access)","-99","Yes",1,0,1,1,1,0,0,0,"-99","simple travis setups",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","Yes","Daily","-99","No","informally (markdown files)","Maybe","Yes",0,0,0,0,1,0,"-99","Ecology & Evolutionary Biology ","-99","Tenure track faculty","-99","11+ years","Public University","-99"
"293","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,0,0,"-99","I need a version control system.","-99",0,0,0,0,0,0,1,0,"-99","Another grad student who hosted a departmental workshop","After entering postsecondary education","-99","2","2","3","Once a year","-99","Various, Google","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",0,0,1,0,0,0,0,0,"-99","",0,1,0,0,0,"-99","",1,0,1,0,0,0,0,1,0,"-99","No","","","","Within code for stats, on Word documents otherwise","Maybe","Yes",0,0,1,0,0,0,"-99","Ecology & Evolutionary Biology ","-99","Postdoc","-99","0-3 years","Public University","-99"
"294","2000","CVS","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,1,"-99","cgit","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",0,0,0,1,0,0,0,0,"-99","me","Before entering postsecondary education","-99","2","1","4","Once a semester","-99","-99","Yes","I mix original and secondary materials","No",1,0,1,"-99","Method tracking (e.g. documenting methodologies and protocols)","-99","Yes",1,1,1,1,1,0,1,0,"-99","Deploy and build mostly using Jenkins, but also now GitLab CI.",0,1,0,0,0,"-99","",0,0,0,0,0,1,0,0,0,"-99","Yes","Daily","-99","Yes","That's still problematic.","Maybe","Yes",0,0,1,0,1,1,"Dataverse","Pharmacy","-99","Continuing-contract/clinical/teaching faculty","-99","0-3 years","Public University","-99"
"295","2010","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Weekly","-99",1,0,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","self","After entering postsecondary education","-99","4","3","3","Weekly","-99","github help pages","Yes","I mix original and secondary materials","Yes",1,0,1,"-99","Openness (e.g. sharing data and code for open access)","-99","Yes",0,0,0,1,1,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,1,0,1,0,"-99","Yes","Once a year","-99","No","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Biology-Biological Sciences","-99","Continuing-contract/clinical/teaching faculty","-99","11+ years","Public University","-99"
"296","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,0,1,"R studio","I need a version control system.","-99",1,0,0,0,0,0,1,0,"-99","Carpentries and UF library","After entering postsecondary education","-99","4","4","3","Weekly","-99","happy git with R","No","","",NA,NA,NA,"","Method tracking (e.g. documenting methodologies and protocols)","-99","No",1,1,1,0,0,0,0,0,"-99","-99",0,1,0,0,0,"-99","",0,1,0,0,0,0,1,1,0,"-99","Yes","Monthly","-99","Yes","through text documents","Yes","Yes",0,0,0,0,1,0,"-99","Fishing & Fisheries Sciences","-99","Tenure track faculty","-99","11+ years","Public University","-99"
"297","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Monthly","-99","Weekly","-99",0,1,0,"-99","Other:","Part of a Carpentries workshop",1,0,0,0,0,0,1,0,"-99","Carpentries workshop (volunteers)","After entering postsecondary education","-99","2","3","3","Once a semester","-99","Carpentries and NEON tutorials","Yes","I mix original and secondary materials","No",1,0,0,"Helpers, handout/overview for different OS","Collaboration (e.g. editing and updating data/code within a team)","-99","No",0,1,1,1,1,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","No","","","","Comments in code, README files","Yes","Yes",1,0,1,0,0,0,"-99","Environmental Science ","-99","Continuing-contract/clinical/teaching faculty","-99","0-3 years","Public University","-99"
"298","2011","Git","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","Other:","I heard it was the best practice for reproducible research ",1,0,0,0,0,0,0,0,"-99","Self-taught","After entering postsecondary education","-99","3","3","3","Never","-99","-99","Yes","I reuse materials from others","No",1,0,0,"-99","Version Control","-99","Yes",1,1,1,1,1,0,0,0,"-99","I use TravisCI and CircleCI for building Jekyll pages, running tests on published software and building containers",1,1,0,0,0,"-99","Yes",1,1,0,0,0,0,0,1,0,"-99","Yes","Weekly","-99","No","Readme markdown docs","Maybe","Yes",1,0,0,0,1,0,"-99","Agricultural Sciences ","-99","Tenure track faculty","-99","0-3 years","Other:","USDA Lab/ Public University"
"299","2000","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","self","Other:","on the job","4","3","3","Weekly","-99","Stackoverflow","Yes","I mix original and secondary materials","No",1,0,0,"helper, good visualizations (to help visualize various git concepts)","Version Control","-99","Yes",0,0,1,0,1,1,0,1,"I often search GitHub for shared tutorials","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,0,1,"website backend with Hugo and Netlify","Yes","Monthly","-99","No","Google documents","No","Yes",0,0,0,0,1,0,"-99","Library Science","-99","Tenure track faculty","-99","0-3 years","Public University","-99"
"300","2013","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","Other:","My supervisor asked that I use it",0,0,0,0,0,0,0,1,"trial and error","my supervisor","After entering postsecondary education","-99","4","2","4","Once a year","-99","stackoverflow, google","Yes","I make them myself","No",1,0,0,"helper in the room, more time for exercises ","Version Control","-99","Yes",1,0,1,1,1,0,0,0,"-99","it builds my webpage and publishes it on gh-pages",1,0,0,0,0,"-99","",1,1,1,0,0,0,0,0,0,"-99","Yes","Monthly","-99","No","with README.md","No","Yes",0,0,0,0,1,0,"-99","Computer & Information Sciences","-99","Postdoc","-99","0-3 years","Private University","-99"
"301","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","I heard it would get me a job in the future.","-99",1,0,1,1,0,0,0,0,"-99","Mostly self-taught via online resources, some from post-doctoral mentor and Carpentries work","After entering postsecondary education","-99","4","2","3","Never","-99","StackOverflow/StackExchange, Carpentries","Yes","I mix original and secondary materials","No",1,0,1,"In-person or virtual helpers, which I often have.","Change tracking (e.g. changes/additions to code on a macro-scale)","-99","Yes",0,1,1,1,1,0,0,0,"-99","",1,1,0,0,0,"-99","Yes",1,1,1,0,0,0,0,0,0,"-99","Yes","Weekly","-99","Yes","Typically in Markdown READMEs and other .md files and commenting scripts ","Maybe","Yes",1,0,0,0,1,0,"-99","Ecology & Evolutionary Biology ","-99","Doctoral student","-99","0-3 years","Public University","-99"
"302","2017","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,1,0,"-99","Anonymously. Didn't have one specific instructor.","After entering postsecondary education","-99","3","3","3","Once a semester","-99","https://git-scm.com/book/","Yes","I reuse materials from others","No",1,0,0,"1-page handout with definitions and basic commands would be great. ","Version Control","-99","Yes",0,0,1,1,1,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,1,1,0,0,0,"-99","Yes","Once every 4 months","-99","Yes","On my own.","Maybe","Yes",0,1,1,0,1,0,"-99","Humanities-Humanistic Studies ","-99","Doctoral student","-99","4-7 years","Public University","-99"
"303","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,0,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","3","3","Once a year","-99","-99","No","","",NA,NA,NA,"","Publishing (e.g. making content available online)","-99","Yes",1,0,1,1,1,0,1,0,"-99","Check R package code changes on TravisCI and AppVeyor.",0,1,0,0,0,"-99","",1,1,0,0,0,1,0,1,0,"-99","Yes","Weekly","-99","No","-99","No","No",NA,NA,NA,NA,NA,NA,"","Sociology ","-99","Postdoc","-99","0-3 years","Public University","-99"
"304","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,0,1,"RStudio","Other:","part of a class on using Python for research",1,1,0,0,0,0,1,0,"-99","my PhD adviser, committee members, and other lab members taught me","After entering postsecondary education","-99","4","4","3","Once a semester","-99","happygitwithr.com","Yes","I mix original and secondary materials","No",1,0,0,"-99","Publishing (e.g. making content available online)","-99","Yes",0,0,1,1,0,1,0,0,"-99","",0,1,0,0,0,"-99","",0,0,1,0,1,1,0,1,0,"-99","Yes","Other:","I have in the past; not currently","No","lots of readmes and rmarkdown files","Maybe","Yes",0,0,0,0,1,0,"-99","Ecology & Evolutionary Biology ","-99","Postdoc","-99","0-3 years","Public University","-99"
"305","2011","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,1,0,0,"git on my own server","-99","","Daily","-99","Daily","-99",0,1,1,"studio integration","My collaborators use it.","-99",1,0,0,0,0,0,0,0,"-99","heike Hofmann, my PhD supervisor","After entering postsecondary education","-99","3","2","3","Once a semester","-99","happy git with r","Yes","I mix original and secondary materials","No",1,1,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,0,1,0,1,0,0,0,"-99","Travis builds for R package testing",0,1,0,0,1,"faculty startup funds","",1,1,0,0,1,1,1,1,0,"-99","Yes","Once a year","-99","No","Word of mouth mostly","Maybe","Yes",1,1,0,0,0,0,"-99","Statistics ","-99","Tenure track faculty","-99","0-3 years","Public University","-99"
"306","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,0,0,0,0,1,0,"-99","-99","Don't know how to use it","","","","",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","",""
"307","2011","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,1,"RStudio integration (not a full git gui, but enough to work with)","My collaborators use it.","-99",1,0,0,1,0,0,0,1,"a friend taught me","Heike Hofmann (PhD supervisor) and Sean Mooney (friend, git expert, and computer nerd) ","After entering postsecondary education","-99","3","2","3","Once a semester","-99","Happy git with R (Jenny Bryan)","Yes","I mix original and secondary materials","No",1,1,0,"a 1-page handout would be nice, but it would also be nice to see a ""how to teach git"" blog post or information -- trial and error is a hard way to learn how to teach something. ","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,0,1,1,1,0,0,0,"-99","Travis CI for running unit tests in a clean environment automatically (love it!)",0,1,0,0,1,"faculty startup funds","",1,1,0,0,1,1,1,1,0,"-99","Yes","Daily","-99","No","Very informally - a figure-it-out-as-you-go approach","Maybe","Yes",1,1,0,0,0,0,"-99","Statistics ","-99","Tenure track faculty","-99","0-3 years","Public University","-99"
"308","2013","Git","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Once every 4 months","-99","Once every 4 months","-99",1,0,0,"-99","My collaborators use it.","-99",1,0,1,0,0,1,0,0,"-99","-99","Other:","on the job","3","2","2","Other:","Every time I use it.","https://help.github.com/en/desktop/getting-started-with-github-desktop","No","","",NA,NA,NA,"","Publishing (e.g. making content available online)","-99","No",0,0,0,0,1,0,0,0,"-99","",0,0,0,1,0,"-99","",0,0,0,0,0,1,0,0,0,"-99","No","","","","Not applicable, I just make scripts to manipulate other people's data for our repository or other purposes.","Maybe","No",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Staff","-99","0-3 years","Public University","-99"
"309","2019","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","My collaborators use it.","-99",1,0,0,0,0,0,0,0,"-99","I am largely self-taught. ","After entering postsecondary education","-99","4","4","3","Never","-99","I haven't found a catch-all resource yet. Googling.","No","","",NA,NA,NA,"","Version Control","-99","Yes",0,0,1,1,0,0,0,0,"-99","",1,1,0,0,0,"-99","Yes",1,1,0,0,0,1,0,1,0,"-99","Yes","Weekly","-99","No","I have been making readme files to live in my github repos with the data from the project","Yes","No",NA,NA,NA,NA,NA,NA,"","Agricultural & Horticultural","-99","Doctoral student","-99","0-3 years","Public University","-99"
"310","2019","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Monthly","-99","Monthly","-99",1,0,0,"-99","Other:","intro to R class ",0,1,0,0,0,0,0,0,"-99","Graduate academic advisor who taught an Intro to R class","After entering postsecondary education","-99","3","3","2","Once a semester","-99","colleagues","No","","",NA,NA,NA,"","Version Control","-99","Yes",1,0,0,0,0,0,0,0,"-99","collaboration with others in R",0,1,0,0,1,"Iowa State university","",0,0,0,0,0,0,1,0,0,"-99","Yes","Monthly","-99","I don't know","Research protocols on my own, if changes to code, document changes in code","Maybe","No",NA,NA,NA,NA,NA,NA,"","Ecology & Evolutionary Biology ","-99","Masters student","-99","0-3 years","Public University","-99"
"311","2014","Other","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,1,"-99","boxsync","","Daily","-99","Daily","-99",0,0,1,"RStudio","I need a version control system.","-99",1,0,1,1,0,0,1,0,"-99","my collegue","After entering postsecondary education","-99","3","2","2","Once a semester","-99","-99","No","","",NA,NA,NA,"","Method tracking (e.g. documenting methodologies and protocols)","-99","Yes",0,1,1,1,0,0,0,0,"-99","",0,1,0,0,0,"-99","",0,0,1,1,0,0,1,1,0,"-99","Yes","Once every 4 months","-99","No","As soon as substantial changes are made.","Yes","Yes",0,0,0,0,0,1,"Box","Agricultural Sciences ","-99","Doctoral student","-99","4-7 years","Public University","-99"
"312","2017","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","The internet","After entering postsecondary education","-99","2","1","3","Never","-99","StackOverflow","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",0,0,1,1,0,0,0,0,"-99","",1,1,0,0,0,"-99","I don't know",1,0,0,0,0,0,0,0,0,"-99","No","","","","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Genetics","-99","Doctoral student","-99","4-7 years","Public University","-99"
"313","2017","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","2","3","Other:","Depends on definition of reteach.. from scratch? Never. But I do often have to look up commands every now and then (e.g., stash pop).",NA,"No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,1,1,1,0,0,0,0,"-99","",0,1,0,0,0,"-99","",0,0,0,0,0,1,0,1,0,"-99","Yes","Monthly","-99","No","Markdown files.","Maybe","No",NA,NA,NA,NA,NA,NA,"","Agronomy & Crop Science ","-99","Doctoral student","-99","0-3 years","Public University","-99"
"314","2019","SVN","-99",0,0,0,0,0,1,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Monthly","-99","Monthly","-99",1,0,0,"-99","I need a version control system.","-99",0,0,0,0,0,0,1,0,"-99","Lecture speaker","After entering postsecondary education","-99","4","4","1","Other:","When I don't use it for a while","-99","No","","",NA,NA,NA,"","Version Control","-99","Yes",0,0,0,0,0,1,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","No","","","","Part of group","Yes","No",NA,NA,NA,NA,NA,NA,"","Environmental Biology ","-99","Doctoral student","-99","4-7 years","Public University","-99"
"315","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,0,1,"R Studio","My collaborators use it.","-99",1,0,0,0,0,0,0,0,"-99","I taught myself, and used online resources. ","After entering postsecondary education","-99","4","4","3","Once a semester","-99","-99","Yes","I mix original and secondary materials","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,1,0,0,0,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,0,0,"-99","Yes","Once every 4 months","-99","No","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Ecology & Evolutionary Biology ","-99","Tenure track faculty","-99","4-7 years","Public University","-99"
